OID_, id,area,address,unit,civic_number,street,address_above_door,business_name,retailgroup,floor_area_sf,year_recorded
317,346,Broadway Corridor - Arbutus to Fir,1755 W BROADWAY,102,1755,W BROADWAY,1755 W BROADWAY,West Broadway Dentist,Service Commercial,2000,2022
318,347,Broadway Corridor - Arbutus to Fir,1755 W BROADWAY,105,1755,W BROADWAY,1755 W BROADWAY,Frontier Computer Sales,Comparison Goods,3500,2022
319,348,Broadway Corridor - Arbutus to Fir,1758 W BROADWAY,N/A,1758,W BROADWAY,1758 W BROADWAY,Vacant,Vacant,2000,2022
320,349,Broadway Corridor - Arbutus to Fir,1759 W BROADWAY,N/A,1759,W BROADWAY,1759 W BROADWAY,Denny's / Bar One,Food & Beverage,6750,2022
321,350,Broadway Corridor - Arbutus to Fir,1762 W BROADWAY,N/A,1762,W BROADWAY,1762 W BROADWAY,Zadeh Dental,Service Commercial,2000,2022
322,351,Broadway Corridor - Arbutus to Fir,1780 W BROADWAY,N/A,1780,W BROADWAY,1780 W BROADWAY,Shoppers,Convenience Goods,12000,2022
323,352,Broadway Corridor - Arbutus to Fir,1788 W BROADWAY,105,1788,W BROADWAY,1788 W BROADWAY,Burrard Animal Hospital,Service Commercial,4000,2022
324,353,Broadway Corridor - Arbutus to Fir,1788 W BROADWAY,N/A,1788,W BROADWAY,1788 W BROADWAY,Osaka Restaurant,Food & Beverage,4500,2022
326,355,Broadway Corridor - Arbutus to Fir,1801 W BROADWAY,N/A,1801,W BROADWAY,1801 W BROADWAY,Oxygen Yoga,Entertainment and Leisure,3600,2022
327,356,Broadway Corridor - Arbutus to Fir,1804 W BROADWAY,N/A,1804,W BROADWAY,1804 W BROADWAY,Burrard Laptops,Comparison Goods,875,2022
328,357,Broadway Corridor - Arbutus to Fir,1808 W BROADWAY,N/A,1808,W BROADWAY,1808 W BROADWAY,Royal Vape,Convenience Goods,600,2022
330,359,Broadway Corridor - Arbutus to Fir,1816 W BROADWAY,N/A,1816,W BROADWAY,1816 W BROADWAY,Acme Educational,Service Commercial,2000,2022
331,360,Broadway Corridor - Arbutus to Fir,1817 W BROADWAY,N/A,1817,W BROADWAY,1817 W BROADWAY,Vacant,Vacant,1000,2022
332,361,Broadway Corridor - Arbutus to Fir,1822 W BROADWAY,N/A,1822,W BROADWAY,1822 W BROADWAY,Viet Flavour,Food & Beverage,1250,2022
333,362,Broadway Corridor - Arbutus to Fir,1828 W BROADWAY,N/A,1828,W BROADWAY,1828 W BROADWAY,Line Spa,Service Commercial,600,2022
334,363,Broadway Corridor - Arbutus to Fir,1829 W BROADWAY,N/A,1829,W BROADWAY,1829 W BROADWAY,John Ross Insurance,Service Commercial,2000,2022
335,364,Broadway Corridor - Arbutus to Fir,1830 W BROADWAY,N/A,1830,W BROADWAY,1830 W BROADWAY,CPR Cell Phone Repair,Service Commercial,600,2022
336,365,Broadway Corridor - Arbutus to Fir,1838 W BROADWAY,N/A,1838,W BROADWAY,1838 W BROADWAY,Vacant,Vacant,6000,2022
337,366,Broadway Corridor - Arbutus to Fir,1847 W BROADWAY,104,1847,W BROADWAY,1847 W BROADWAY,Intercity Group,Service Commercial,5100,2022
338,367,Broadway Corridor - Arbutus to Fir,1847 W BROADWAY,108,1847,W BROADWAY,1847 W BROADWAY,H & R Block,Service Commercial,1000,2022
339,368,Broadway Corridor - Arbutus to Fir,1852 W BROADWAY,N/A,1852,W BROADWAY,1852 W BROADWAY,Cloverdale Paint,Comparison Goods,6000,2022
340,369,Broadway Corridor - Arbutus to Fir,1861 W BROADWAY,N/A,1861,W BROADWAY,1861 W BROADWAY,Paris,Convenience Goods,6000,2022
341,370,Broadway Corridor - Arbutus to Fir,1862 W BROADWAY,N/A,1862,W BROADWAY,1862 W BROADWAY,Vacant,Vacant,600,2022
342,371,Broadway Corridor - Arbutus to Fir,1868 W BROADWAY,N/A,1868,W BROADWAY,1868 W BROADWAY,Vacant,Vacant,2000,2022
343,372,Broadway Corridor - Arbutus to Fir,1869 W BROADWAY,N/A,1869,W BROADWAY,1869 W BROADWAY,Vital Aire,Convenience Goods,2500,2022
344,373,Broadway Corridor - Arbutus to Fir,1884 W BROADWAY,N/A,1884,W BROADWAY,1884 W BROADWAY,Diamond Dogs Daycare ,Comparison Goods,1800,2022
345,374,Broadway Corridor - Arbutus to Fir,1885 W BROADWAY,N/A,1885,W BROADWAY,1885 W BROADWAY,Canada Computers,Comparison Goods,9000,2022
346,375,Broadway Corridor - Arbutus to Fir,1888 W BROADWAY,N/A,1888,W BROADWAY,1888 W BROADWAY,Le Coq Frit,Food & Beverage,1250,2022
347,376,Broadway Corridor - Arbutus to Fir,1896 W BROADWAY,N/A,1896,W BROADWAY,1896 W BROADWAY,Money Mart ,Service Commercial,2700,2022
348,377,Broadway Corridor - Arbutus to Fir,1903 W BROADWAY,N/A,1903,W BROADWAY,1903 W BROADWAY,Canadian Flooring,Comparison Goods,4500,2022
349,378,Broadway Corridor - Arbutus to Fir,1905 W BROADWAY,N/A,1905,W BROADWAY,1905 W BROADWAY,Akbar Restaurant,Food & Beverage,2700,2022
350,379,Broadway Corridor - Arbutus to Fir,1900 W BROADWAY,N/A,1900,W BROADWAY,1900 W BROADWAY,Memory Express,Comparison Goods,4000,2022
351,380,Broadway Corridor - Arbutus to Fir,1925 W BROADWAY,N/A,1925,W BROADWAY,1925 W BROADWAY,InPrint,Service Commercial,2250,2022
352,381,Broadway Corridor - Arbutus to Fir,1926 W BROADWAY,101,1926,W BROADWAY,1926 W BROADWAY,Strong Computer Inc,Comparison Goods,800,2022
353,382,Broadway Corridor - Arbutus to Fir,1926 W BROADWAY,102,1926,W BROADWAY,1926 W BROADWAY,Xristophers Hair,Service Commercial,1250,2022
354,383,Broadway Corridor - Arbutus to Fir,1927 W BROADWAY,N/A,1927,W BROADWAY,1927 W BROADWAY,Kits Lighting Company,Comparison Goods,2000,2022
355,384,Broadway Corridor - Arbutus to Fir,1932 W BROADWAY,N/A,1932,W BROADWAY,1932 W BROADWAY,HD Nail Spa,Service Commercial,1500,2022
356,385,Broadway Corridor - Arbutus to Fir,1935 W BROADWAY,N/A,1935,W BROADWAY,1935 W BROADWAY,ChitChats,Service Commercial,1200,2022
357,386,Broadway Corridor - Arbutus to Fir,1937 W BROADWAY,N/A,1937,W BROADWAY,1937 W BROADWAY,Tala hair,Service Commercial,600,2022
358,387,Broadway Corridor - Arbutus to Fir,1938 W BROADWAY,N/A,1938,W BROADWAY,1938 W BROADWAY,Vacant,Vacant,1298,2022
359,388,Broadway Corridor - Arbutus to Fir,1941 W BROADWAY,N/A,1941,W BROADWAY,1941 W BROADWAY,Vacant,Vacant,5004,2022
360,389,Broadway Corridor - Arbutus to Fir,1950 W BROADWAY,N/A,1950,W BROADWAY,1950 W BROADWAY,Copies Plus,Service Commercial,3000,2022
361,390,Broadway Corridor - Arbutus to Fir,1952 W BROADWAY,N/A,1952,W BROADWAY,1952 W BROADWAY,West Coast Bird Studio,Comparison Goods,3000,2022
362,391,Broadway Corridor - Arbutus to Fir,1955 W BROADWAY,N/A,1955,W BROADWAY,1955 W BROADWAY,"Dr. Ling, Dr. Shuen",Service Commercial,2500,2022
363,392,Broadway Corridor - Arbutus to Fir,1956 W BROADWAY,N/A,1956,W BROADWAY,1956 W BROADWAY,Night Owl Bird Hospital,Service Commercial,720,2022
364,393,Broadway Corridor - Arbutus to Fir,1967 W BROADWAY,N/A,1967,W BROADWAY,1967 W BROADWAY,Maple Grill,Food & Beverage,2400,2022
365,394,Broadway Corridor - Arbutus to Fir,1978 W BROADWAY,N/A,1978,W BROADWAY,1978 W BROADWAY,Greens Organic Market,Convenience Goods,12000,2022
367,396,Broadway Corridor - Arbutus to Fir,2002 W BROADWAY,N/A,2002,W BROADWAY,2002 W BROADWAY,Pallet Coffee Roasters,Food & Beverage,2500,2022
368,397,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,101,2025,W BROADWAY,2025 W BROADWAY,Pharmasave,Convenience Goods,2500,2022
369,398,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,102,2025,W BROADWAY,2025 W BROADWAY,Evolve Nurturing Vitality,Convenience Goods,1250,2022
370,399,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,103,2025,W BROADWAY,2025 W BROADWAY,Maple Walkin Clinic,Service Commercial,1250,2022
371,400,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,104,2025,W BROADWAY,2025 W BROADWAY,Pacific Dental,Service Commercial,1250,2022
372,401,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,105,2025,W BROADWAY,2025 W BROADWAY,Younger Facial Surgery,Service Commercial,2500,2022
373,402,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,106,2025,W BROADWAY,2025 W BROADWAY,Arbutus Laser,Service Commercial,2500,2022
374,403,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,N/A,2025,W BROADWAY,2025 W BROADWAY,Vacant,Vacant,3150,2022
375,404,Broadway Corridor - Arbutus to Fir,2025 W BROADWAY,N/A,2025,W BROADWAY,2025 W BROADWAY,Vacant,Vacant,1250,2022
376,405,Broadway Corridor - Arbutus to Fir,2030 W BROADWAY,N/A,2030,W BROADWAY,2030 W BROADWAY,Korna Pet Kitsilano,Comparison Goods,10000,2022
377,406,Broadway Corridor - Arbutus to Fir,2060 W BROADWAY,N/A,2060,W BROADWAY,2060 W BROADWAY,Better Bodies,Entertainment and Leisure,3000,2022
378,407,Broadway Corridor - Arbutus to Fir,2070 W BROADWAY,N/A,2070,W BROADWAY,2070 W BROADWAY,Tumbletown,Entertainment and Leisure,3500,2022
379,408,Broadway Corridor - Arbutus to Fir,2078 W BROADWAY,N/A,2078,W BROADWAY,2078 W BROADWAY,We Do Beauty Studio,Service Commercial,1200,2022
380,409,Broadway Corridor - Arbutus to Fir,2088 W BROADWAY,N/A,2088,W BROADWAY,2088 W BROADWAY,Liquor Store,Convenience Goods,6000,2022
381,410,Broadway Corridor - Arbutus to Fir,2091 W BROADWAY,N/A,2091,W BROADWAY,2091 W BROADWAY,Vacant,Vacant,11225,2022
382,411,Broadway Corridor - Arbutus to Fir,2096 W BROADWAY,N/A,2096,W BROADWAY,2096 W BROADWAY,Fletchers,Service Commercial,1875,2022
383,412,Broadway Corridor - Cambie to Main,301 W BROADWAY,N/A,301,W BROADWAY,301 W BROADWAY,Vacant,Vacant,3000,2022
385,414,Broadway Corridor - Cambie to Main,309 W BROADWAY,N/A,309,W BROADWAY,309 W BROADWAY,E-Exit Escape Room,Entertainment and Leisure,3750,2022
386,415,Broadway Corridor - Cambie to Main,310 W BROADWAY,N/A,310,W BROADWAY,310 W BROADWAY,No Frills,Convenience Goods,36000,2022
387,416,Broadway Corridor - Cambie to Main,329 W BROADWAY,N/A,329,W BROADWAY,329 W BROADWAY,Broadway Locksmith,Comparison Goods,750,2022
388,417,Broadway Corridor - Cambie to Main,331 W BROADWAY,N/A,331,W BROADWAY,331 W BROADWAY,Broadway Locksmith,Comparison Goods,1000,2022
389,418,Broadway Corridor - Cambie to Main,335 W BROADWAY,N/A,335,W BROADWAY,335 W BROADWAY,Broadway Locksmith,Comparison Goods,1250,2022
390,419,Broadway Corridor - Cambie to Main,345 W BROADWAY,N/A,345,W BROADWAY,345 W BROADWAY,Max Performance Sports,Entertainment and Leisure,1250,2022
391,420,Broadway Corridor - Cambie to Main,365 W BROADWAY,N/A,365,W BROADWAY,365 W BROADWAY,PNB Global Remit,Service Commercial,1000,2022
392,421,Broadway Corridor - Cambie to Main,369 W BROADWAY,N/A,369,W BROADWAY,369 W BROADWAY,The Art of Loving,Convenience Goods,1000,2022
393,422,Broadway Corridor - Cambie to Main,375 W BROADWAY,N/A,375,W BROADWAY,375 W BROADWAY,The Vanity Room ,Service Commercial,750,2022
394,423,Broadway Corridor - Cambie to Main,379 W BROADWAY,N/A,379,W BROADWAY,379 W BROADWAY,La Pina Lash Room,Service Commercial,1000,2022
395,424,Broadway Corridor - Cambie to Main,382 W BROADWAY,N/A,382,W BROADWAY,382 W BROADWAY,Heritage Asain Eatery,Food & Beverage,3600,2022
396,425,Broadway Corridor - Cambie to Main,388 W BROADWAY,N/A,388,W BROADWAY,388 W BROADWAY,California Sushi,Food & Beverage,3600,2022
398,427,Broadway Corridor - Cambie to Main,398 W BROADWAY,N/A,398,W BROADWAY,398 W BROADWAY,The Dollar Store,Comparison Goods,6000,2022
399,428,Broadway Corridor - Cambie to Main,400 W BROADWAY,N/A,400,W BROADWAY,400 W BROADWAY,Vacant Lot,Non-retail,6000,2022
400,429,Broadway Corridor - Cambie to Main,401 W BROADWAY,N/A,401,W BROADWAY,401 W BROADWAY,Menya Ramen,Food & Beverage,1000,2022
401,430,Broadway Corridor - Cambie to Main,403 W BROADWAY,N/A,403,W BROADWAY,403 W BROADWAY,Donair Pro,Food & Beverage,1000,2022
402,431,Broadway Corridor - Cambie to Main,407 W BROADWAY,N/A,407,W BROADWAY,407 W BROADWAY,Pizza Mia,Food & Beverage,1000,2022
403,432,Broadway Corridor - Cambie to Main,409 W BROADWAY,N/A,409,W BROADWAY,409 W BROADWAY,Happy Currency Exchange,Service Commercial,720,2022
404,433,Broadway Corridor - Cambie to Main,409 W BROADWAY,N/A,409,W BROADWAY,409 W BROADWAY,Garlane Prescriptions,Convenience Goods,750,2022
405,434,Broadway Corridor - Cambie to Main,411 W BROADWAY,N/A,411,W BROADWAY,411 W BROADWAY,Evolve Virtual Reality,Entertainment and Leisure,2500,2022
406,435,Broadway Corridor - Cambie to Main,433 W BROADWAY,N/A,433,W BROADWAY,433 W BROADWAY,Subway,Food & Beverage,1200,2022
407,436,Broadway Corridor - Cambie to Main,445 W BROADWAY,N/A,445,W BROADWAY,445 W BROADWAY,Western Coast Insurance,Service Commercial,1200,2022
408,437,Broadway Corridor - Cambie to Main,445 W BROADWAY,N/A,445,W BROADWAY,445 W BROADWAY,Coast Capital Savings,Service Commercial,2500,2022
409,439,Broadway Corridor - Cambie to Main,451 W BROADWAY,N/A,451,W BROADWAY,451 W BROADWAY,Marulilu Café,Food & Beverage,750,2022
410,440,Broadway Corridor - Cambie to Main,453 W BROADWAY,N/A,453,W BROADWAY,453 W BROADWAY,Broadway Mini-Mart,Convenience Goods,750,2022
411,443,Broadway Corridor - Cambie to Main,457 W BROADWAY,N/A,457,W BROADWAY,457 W BROADWAY,Extreme Xe Hua Pho,Food & Beverage,2000,2022
412,445,Broadway Corridor - Fir to Oak,1001 W BROADWAY,101,1001,W BROADWAY,1001 W BROADWAY,UPS  Unit #101,Service Commercial,1250,2022
413,446,Broadway Corridor - Fir to Oak,1001 W BROADWAY,102,1001,W BROADWAY,1001 W BROADWAY,Minato Sushi  Unit #102,Food & Beverage,2500,2022
414,447,Broadway Corridor - Fir to Oak,1001 W BROADWAY,103,1001,W BROADWAY,1001 W BROADWAY,The Cooperators Unit #103,Service Commercial,1500,2022
415,448,Broadway Corridor - Fir to Oak,1001 W BROADWAY,104,1001,W BROADWAY,1001 W BROADWAY,Simmons Mattress Gallery,Comparison Goods,4500,2022
416,449,Broadway Corridor - Fir to Oak,1004 W BROADWAY,N/A,1004,W BROADWAY,1004 W BROADWAY,Sleep Mart,Comparison Goods,4500,2022
417,450,Broadway Corridor - Fir to Oak,1010 W BROADWAY,N/A,1010,W BROADWAY,1010 W BROADWAY,Vacant,Vacant,1000,2022
418,451,Broadway Corridor - Fir to Oak,1012 W BROADWAY,N/A,1012,W BROADWAY,1012 W BROADWAY,Vacant,Vacant,1500,2022
419,452,Broadway Corridor - Fir to Oak,1016 W BROADWAY,N/A,1016,W BROADWAY,1016 W BROADWAY,Taste of Vietnam,Food & Beverage,1500,2022
420,453,Broadway Corridor - Fir to Oak,1020 W BROADWAY,N/A,1020,W BROADWAY,1020 W BROADWAY,Vacant,Vacant,1500,2022
421,454,Broadway Corridor - Fir to Oak,1020 W BROADWAY,N/A,1020,W BROADWAY,1022 W BROADWAY,Vacant,Vacant,2000,2022
422,455,Broadway Corridor - Fir to Oak,1020 W BROADWAY,N/A,1020,W BROADWAY,1028 W BROADWAY,Vacant,Vacant,7200,2022
423,456,Broadway Corridor - Fir to Oak,1037 W BROADWAY,N/A,1037,W BROADWAY,1037 W BROADWAY,Pnc Consulting LPP,Service Commercial,1000,2022
424,457,Broadway Corridor - Fir to Oak,1050 W BROADWAY,N/A,1050,W BROADWAY,1050 W BROADWAY,Broadway Ballroom,Entertainment and Leisure,3000,2022
425,458,Broadway Corridor - Fir to Oak,1055 W BROADWAY,101,1055,W BROADWAY,1055 W BROADWAY,Judy Chen Dentistry,Service Commercial,4500,2022
426,459,Broadway Corridor - Fir to Oak,1055 W BROADWAY,102,1055,W BROADWAY,1055 W BROADWAY,Broadway Camera,Comparison Goods,2800,2022
427,460,Broadway Corridor - Fir to Oak,1060 W BROADWAY,N/A,1060,W BROADWAY,1062 W BROADWAY,CUR Laser,Service Commercial,4500,2022
428,461,Broadway Corridor - Fir to Oak,1063 W BROADWAY,N/A,1063,W BROADWAY,1063 W BROADWAY,John 3:16 Malaysian,Food & Beverage,2800,2022
429,462,Broadway Corridor - Fir to Oak,1066 W BROADWAY,N/A,1066,W BROADWAY,1066 W BROADWAY,Cresent Nail Spa,Service Commercial,2000,2022
430,463,Broadway Corridor - Fir to Oak,1067 W BROADWAY,N/A,1067,W BROADWAY,1067 W BROADWAY,Vancouver Chun Fun How Boba Tea,Food & Beverage,1800,2022
431,464,Broadway Corridor - Fir to Oak,1070 W BROADWAY,101,1070,W BROADWAY,1070 W BROADWAY,Urban Dental Clinic,Service Commercial,3000,2022
432,465,Broadway Corridor - Fir to Oak,1073 W BROADWAY,N/A,1073,W BROADWAY,1073 W BROADWAY,Once Upon A Bite,Food & Beverage,1250,2022
433,466,Broadway Corridor - Fir to Oak,1077 W BROADWAY,N/A,1077,W BROADWAY,1077 W BROADWAY,Raincity Tattoos,Convenience Goods,1000,2022
434,467,Broadway Corridor - Fir to Oak,1082 W BROADWAY,N/A,1082,W BROADWAY,1082 W BROADWAY,Le Lash Lounge,Service Commercial,1800,2022
435,468,Broadway Corridor - Fir to Oak,1086 W BROADWAY,N/A,1086,W BROADWAY,1086 W BROADWAY,International Sandwich Factory,Food & Beverage,1800,2022
436,469,Broadway Corridor - Fir to Oak,1089 W BROADWAY,N/A,1089,W BROADWAY,1089 W BROADWAY,The Dance Shop,Comparison Goods,2250,2022
437,470,Broadway Corridor - Fir to Oak,1092 W BROADWAY,N/A,1092,W BROADWAY,1092 W BROADWAY,Hakim Optical,Comparison Goods,4200,2022
438,471,Broadway Corridor - Fir to Oak,1093 W BROADWAY,N/A,1093,W BROADWAY,1093 W BROADWAY,King Queen Spa,Service Commercial,600,2022
439,472,Broadway Corridor - Fir to Oak,1095 W BROADWAY,N/A,1095,W BROADWAY,1095 W BROADWAY,Waves Coffee,Food & Beverage,3000,2022
440,473,Broadway Corridor - Fir to Oak,1110 W BROADWAY,N/A,1110,W BROADWAY,1110 W BROADWAY,Vacant,Vacant,1875,2022
441,474,Broadway Corridor - Fir to Oak,1111 W BROADWAY,N/A,1111,W BROADWAY,1111 W BROADWAY,Finlandia,Convenience Goods,7500,2022
442,475,Broadway Corridor - Fir to Oak,1116 W BROADWAY,N/A,1116,W BROADWAY,1116 W BROADWAY,Vacant,Vacant,1800,2022
443,476,Broadway Corridor - Fir to Oak,1128 W BROADWAY,1,1128,W BROADWAY,1128 W BROADWAY,Showcase Pianos,Comparison Goods,11250,2022
444,477,Broadway Corridor - Fir to Oak,1128 W BROADWAY,6,1128,W BROADWAY,1128 W BROADWAY,Duet,Service Commercial,1500,2022
445,478,Broadway Corridor - Fir to Oak,1128 W BROADWAY,7,1128,W BROADWAY,1128 W BROADWAY,Salmon & Bannock,Food & Beverage,1500,2022
446,479,Broadway Corridor - Fir to Oak,1128 W BROADWAY,8,1128,W BROADWAY,1128 W BROADWAY,FramoGraphic Framing,Comparison Goods,1875,2022
447,480,Broadway Corridor - Fir to Oak,1128 W BROADWAY,9,1128,W BROADWAY,1128 W BROADWAY,Master Shia Tao Centre,Service Commercial,750,2022
448,481,Broadway Corridor - Fir to Oak,1133 W BROADWAY,N/A,1133,W BROADWAY,1133 W BROADWAY,Sake,Food & Beverage,2500,2022
449,483,Broadway Corridor - Fir to Oak,1154 W BROADWAY,N/A,1154,W BROADWAY,1154 W BROADWAY,Babies R' Us,Comparison Goods,31250,2022
450,484,Broadway Corridor - Fir to Oak,1169 W BROADWAY,N/A,1169,W BROADWAY,1169 W BROADWAY,Broadway Liquor Store,Convenience Goods,7500,2022
451,485,Broadway Corridor - Fir to Oak,1177 W BROADWAY,103,1177,W BROADWAY,1177 W BROADWAY,Chambers Olsen Insurance,Service Commercial,2250,2022
452,486,Broadway Corridor - Fir to Oak,1177 W BROADWAY,N/A,1177,W BROADWAY,1177 W BROADWAY,Raga - Classic East Indian Cuisine,Food & Beverage,4500,2022
453,487,Broadway Corridor - Fir to Oak,1195 W BROADWAY,N/A,1195,W BROADWAY,1195 W BROADWAY,Sleep Country,Comparison Goods,9000,2022
454,488,Broadway Corridor - Fir to Oak,1201 W BROADWAY,N/A,1201,W BROADWAY,1201 W BROADWAY,Kenitic Orthopedics/Shoes,Comparison Goods,2000,2022
455,489,Broadway Corridor - Fir to Oak,1215 W BROADWAY,N/A,1215,W BROADWAY,1215 W BROADWAY,Seoul House Restaurant,Food & Beverage,5000,2022
456,490,Broadway Corridor - Fir to Oak,1216 W BROADWAY,N/A,1216,W BROADWAY,1216 W BROADWAY,Broadway Subway Office,Service Commercial,2500,2022
457,491,Broadway Corridor - Fir to Oak,1220 W BROADWAY,N/A,1220,W BROADWAY,1220 W BROADWAY,Save On Cartridge Plus,Service Commercial,1500,2022
458,492,Broadway Corridor - Fir to Oak,1224 W BROADWAY,N/A,1224,W BROADWAY,1224 W BROADWAY,Lapel Arts Jiu Jitsu Academy ,Entertainment and Leisure,1500,2022
459,493,Broadway Corridor - Fir to Oak,1228 W BROADWAY,N/A,1228,W BROADWAY,1228 W BROADWAY,Sparkle Nails,Service Commercial,2000,2022
460,494,Broadway Corridor - Fir to Oak,1231 W BROADWAY,N/A,1231,W BROADWAY,1231 W BROADWAY,Instant Imprints,Comparison Goods,1000,2022
461,495,Broadway Corridor - Fir to Oak,1232 W BROADWAY,N/A,1232,W BROADWAY,1232 W BROADWAY,Lily's Fashions,Comparison Goods,1500,2022
462,496,Broadway Corridor - Fir to Oak,1233 W BROADWAY,N/A,1233,W BROADWAY,1233 W BROADWAY,Opus Oral Health,Service Commercial,500,2022
463,497,Broadway Corridor - Fir to Oak,1236 W BROADWAY,N/A,1236,W BROADWAY,1236 W BROADWAY,Yuanheng,Service Commercial,5000,2022
464,498,Broadway Corridor - Fir to Oak,1237 W BROADWAY,N/A,1237,W BROADWAY,1237 W BROADWAY,Highlight Dry Cleaning,Service Commercial,2000,2022
465,499,Broadway Corridor - Fir to Oak,1236 W BROADWAY,N/A,1236,W BROADWAY,1238 W BROADWAY,Yuanheng,Service Commercial,1800,2022
466,500,Broadway Corridor - Fir to Oak,1239 W BROADWAY,N/A,1239,W BROADWAY,1239 W BROADWAY,Nexgen Hearing,Service Commercial,1500,2022
467,501,Broadway Corridor - Fir to Oak,1245 W BROADWAY,101,1245,W BROADWAY,1245 W BROADWAY,Dr. Ko,Service Commercial,1000,2022
468,502,Broadway Corridor - Fir to Oak,1245 W BROADWAY,102,1245,W BROADWAY,1245 W BROADWAY,Pacific Place Group,Service Commercial,1400,2022
469,503,Broadway Corridor - Fir to Oak,1245 W BROADWAY,103,1245,W BROADWAY,1245 W BROADWAY,City Wide Mortgage,Service Commercial,1000,2022
470,504,Broadway Corridor - Fir to Oak,1245 W BROADWAY,104,1245,W BROADWAY,1245 W BROADWAY,Vacant ,Vacant,1000,2022
471,505,Broadway Corridor - Fir to Oak,1245 W BROADWAY,105,1245,W BROADWAY,1245 W BROADWAY,My Fly Shop ,Comparison Goods,1000,2022
472,506,Broadway Corridor - Fir to Oak,1245 W BROADWAY,106,1245,W BROADWAY,1245 W BROADWAY,China Travel,Service Commercial,1000,2022
473,507,Broadway Corridor - Fir to Oak,1256 W BROADWAY,N/A,1256,W BROADWAY,1250 W BROADWAY,Yuanheng,Service Commercial,1800,2022
474,508,Broadway Corridor - Fir to Oak,1256 W BROADWAY,N/A,1256,W BROADWAY,1256 W BROADWAY,Yuanheng,Service Commercial,1800,2022
475,509,Broadway Corridor - Fir to Oak,1262 W BROADWAY,N/A,1262,W BROADWAY,1262 W BROADWAY,Vacant,Vacant,1250,2022
476,510,Broadway Corridor - Fir to Oak,1263 W BROADWAY,N/A,1263,W BROADWAY,1263 W BROADWAY,Service Canada,Service Commercial,5000,2022
477,511,Broadway Corridor - Fir to Oak,1265 W BROADWAY,N/A,1265,W BROADWAY,1265 W BROADWAY,Shaughnessy Pharmacy,Service Commercial,1500,2022
478,512,Broadway Corridor - Fir to Oak,1266 W BROADWAY,N/A,1266,W BROADWAY,1266 W BROADWAY,Fufu Café,Food & Beverage,1000,2022
479,513,Broadway Corridor - Fir to Oak,1278 W BROADWAY,N/A,1278,W BROADWAY,1278 W BROADWAY,Panago,Food & Beverage,1000,2022
481,515,Broadway Corridor - Fir to Oak,1288 W BROADWAY,N/A,1288,W BROADWAY,1288 W BROADWAY,Subway,Food & Beverage,1500,2022
482,516,Broadway Corridor - Fir to Oak,1295 W BROADWAY,N/A,1295,W BROADWAY,1295 W BROADWAY,Dr. Wong,Service Commercial,2500,2022
484,518,Broadway Corridor - Fir to Oak,1302 W BROADWAY,N/A,1302,W BROADWAY,1302 W BROADWAY,Wildbirds Unlimited,Comparison Goods,2700,2022
485,519,Broadway Corridor - Fir to Oak,1308 W BROADWAY,N/A,1308,W BROADWAY,1308 W BROADWAY,Sherwin-Willams Paints,Comparison Goods,2250,2022
486,520,Broadway Corridor - Fir to Oak,1312 W BROADWAY,N/A,1312,W BROADWAY,1312 W BROADWAY,Domino’s Pizza,Food & Beverage,2500,2022
487,521,Broadway Corridor - Fir to Oak,1316 W BROADWAY,N/A,1316,W BROADWAY,1316 W BROADWAY,Domino Pizza,Food & Beverage,1000,2022
488,522,Broadway Corridor - Fir to Oak,1333 W BROADWAY,110,1333,W BROADWAY,1333 W BROADWAY,Vacant,Vacant,4000,2022
489,523,Broadway Corridor - Fir to Oak,1333 W BROADWAY,150,1333,W BROADWAY,1333 W BROADWAY,Lan Fong Yuen,Food & Beverage,1500,2022
490,524,Broadway Corridor - Fir to Oak,1333 W BROADWAY,160,1333,W BROADWAY,1333 W BROADWAY,Shizenya Restaurant  #160,Food & Beverage,1440,2022
491,525,Broadway Corridor - Fir to Oak,1333 W BROADWAY,190,1333,W BROADWAY,1333 W BROADWAY,Boston Pizza,Food & Beverage,6000,2022
